inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
51830,1,,1.6000000000000005,201903
50040,1,,,201906
52870,1,,,201906
51400,2,,0.1999999999999993,201903
51855,1,,0.09999999999999964,201904
53020,4,0.39999999999999947,1.3000000000000003,201901
50231,1,,,201901
50231,1,,,201905
52220,2,0.7999999999999998,1.0,201903
51820,1,2.1000000000000005,,201904
52260,6,0.49999999999999956,2.6000000000000005,201905
50350,1,,,201902
51502,1,3.6000000000000005,,201902
51504,3,1.2999999999999998,5.599999999999998,201901
51504,2,0.9999999999999991,2.9000000000000004,201900
51850,2,5.5,,201904
52040,1,3.0,,201901
52065,9,8.499999999999998,6.000000000000002,201906
50805,6,,9.2,201902
51260,4,,1.0000000000000009,201905
51040,8,5.300000000000002,2.0,201901
50441,4,4.999999999999999,1.2999999999999998,201904
51865,2,4.4,,201904
53010,2,5.9,,201901
51070,2,5.000000000000001,,201903
51290,1,3.5,,201904
52695,1,,0.8999999999999995,201902
50450,6,5.4,5.699999999999999,201900
52260,2,,2.999999999999999,201900
51830,1,,4.9,201900
52295,2,10.299999999999999,,201904
50518,1,0.40000000000000036,,201900
51810,18,89.0,,201902
52260,3,,5.8,201901
50930,1,1.7000000000000002,,201902
51800,3,5.3,,201905
53000,1,0.20000000000000018,,201906
51800,1,0.09999999999999964,,201900
52510,1,,0.6000000000000005,201905
52695,1,,1.2999999999999998,201905
53130,2,4.7,,201901
50070,2,3.3999999999999995,,201901
52870,1,,,201904
51260,2,,2.7,201900
52240,3,5.9999999999999964,,201906
51220,24,8.3,42.599999999999994,201903
51840,2,,3.499999999999999,201904
53010,1,0.10000000000000053,,201904
51350,1,,0.10000000000000009,201905
50300,17,6.699999999999999,2.9999999999999996,201906
50380,21,42.90000000000001,9.5,201900
51810,19,88.30000000000001,,201901
51815,48,157.7,7.1,201900
51850,1,0.2999999999999998,,201903
52235,3,8.3,,201900
50935,50,32.10000000000001,32.1,201902
52040,1,0.5,,201905
51890,10,3.099999999999999,1.7000000000000002,201900
noPort,660,901.3999999999999,275.59999999999997,201900
51350,2,4.800000000000001,,201901
51855,1,0.7999999999999989,,201905
52720,8,2.6000000000000005,9.7,201904
51890,6,0.5999999999999988,0.8000000000000003,201902
51130,77,103.1,27.300000000000004,201900
51865,5,16.499999999999996,,201902
53115,9,25.4,,201901
51130,132,173.5999999999999,33.39999999999999,201901
50070,1,3.4000000000000004,,201902
51330,1,,0.09999999999999964,201906
52940,1,,,201904
50340,3,0.7000000000000002,3.700000000000001,201905
50935,41,10.599999999999998,37.400000000000006,201904
53115,7,6.8,22.0,201900
50055,1040,1008.6000000000004,676.5999999999999,201901
50140,25,68.89999999999999,7.6000000000000005,201904
50925,1,1.6999999999999993,,201903
51500,1,,,201904
51870,20,40.2,7.800000000000001,201903
50070,2,1.8000000000000007,,201904
51220,15,18.8,18.800000000000004,201900
51220,23,10.0,38.6,201902
51340,2,1.0999999999999996,0.2999999999999998,201902
51502,1,,1.0999999999999996,201901
52320,19,14.4,3.8,201905
53010,2,1.200000000000001,,201906
50231,1,,,201904
50785,42,7.500000000000001,83.79999999999998,201904
51040,11,2.999999999999999,0.7999999999999998,201904
51320,2,,4.699999999999999,201905
51400,2,0.8999999999999999,2.2999999999999994,201905
51865,3,7.400000000000001,,201900
52270,1,0.3999999999999999,,201900
50350,1,,2.0,201900
51810,17,93.6,,201905
51820,5,3.3,1.4000000000000004,201903
51845,76,237.4,57.199999999999996,201904
52295,8,12.9,,201901
50785,41,6.299999999999999,76.6,201905
51870,16,24.3,7.9,201904
53020,10,2.2000000000000006,1.7999999999999994,201904
50060,46,21.099999999999998,29.400000000000006,201903
51845,47,131.70000000000002,38.99999999999999,201906
52230,3,11.299999999999999,0.7999999999999998,201902
51770,23,77.80000000000001,0.09999999999999964,201905
52260,2,6.899999999999999,3.2,201902
51941,5,0.7000000000000002,2.0,201902
53115,6,6.699999999999999,,201902
50380,36,70.9,19.0,201905
51800,1,2.5999999999999996,,201902
50055,957,681.0999999999998,415.4000000000001,201906
50441,2,,3.2999999999999994,201906
50517,8,15.1,4.199999999999999,201905
51010,2,2.900000000000001,,201904
52350,1,1.0999999999999996,,201901
51815,105,397.10000000000014,4.799999999999999,201903
51504,2,,1.0,201904
52295,5,12.0,,201900
50340,2,,2.1000000000000005,201904
51200,6,,6.699999999999998,201903
51254,1,4.1,,201903
51484,1,,2.0999999999999996,201903
52065,5,6.5,3.5,201901
52090,1,1.2000000000000002,,201902
50441,7,21.400000000000002,1.4000000000000004,201901
50935,53,31.9,44.9,201901
51130,106,125.3,21.5,201906
50600,1,2.5999999999999996,,201900
50650,2,2.5999999999999996,0.09999999999999964,201901
51180,1,,,201903
