inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
50350,2,4.300000000000001,0.3000000000000007,201909
52220,3,0.10000000000000142,0.1999999999999993,201909
52320,25,24.9,3.5,201908
50070,2,6.2,,201910
50971,25,23.1,5.799999999999999,201910
51820,4,1.3999999999999995,0.5,201909
52090,1,3.0,,201908
52320,19,20.4,3.799999999999999,202000
50730,15,16.8,6.999999999999998,201911
51130,143,201.6,26.600000000000005,201908
51803,18,100.69999999999999,,202000
50450,19,29.199999999999996,5.4,201907
50516,359,33.2,561.6999999999999,201911
50930,1,,0.1999999999999993,201909
51400,2,,2.6,201910
51770,20,75.30000000000001,,201910
52720,10,0.5,23.500000000000007,201909
53020,4,1.2,0.7000000000000002,201910
53115,6,8.6,,202000
50350,2,,3.000000000000001,201910
51200,9,0.10000000000000142,13.299999999999999,201908
51220,16,,27.5,201910
51910,2,0.8999999999999995,4.0,202000
52220,1,,0.40000000000000036,201907
52297,1,,,201910
51815,83,270.8,5.8999999999999995,201908
51830,1,0.20000000000000018,,201909
50790,1,,0.20000000000000018,201907
51400,2,,0.5,202000
52040,2,,2.4000000000000004,201908
50517,6,7.000000000000001,6.6,201911
50730,8,3.799999999999999,6.4,202000
51910,5,4.8999999999999995,0.20000000000000018,201910
50730,20,15.299999999999994,18.200000000000003,201910
52065,8,7.7,2.1000000000000005,201909
52350,1,,0.5999999999999996,201911
52695,1,,0.5,202000
53130,1,,,201909
50805,7,8.9,1.6999999999999993,201909
51260,2,,5.2,202000
51010,1,,,201909
51130,148,167.79999999999995,31.6,201907
51200,9,,11.900000000000002,202000
51205,3,0.09999999999999964,0.7000000000000002,201908
51484,1,,,201911
53010,4,6.800000000000002,,201909
50140,29,70.20000000000002,5.100000000000001,201909
50970,135,140.70000000000002,8.700000000000005,201909
50971,26,29.699999999999996,7.899999999999999,201911
51810,12,55.99999999999999,,201908
50340,2,,3.3000000000000025,201907
51810,21,83.79999999999998,,201909
50120,1,,,201910
51840,2,,2.8,201908
50060,62,35.300000000000004,22.5,201908
51200,8,0.2999999999999998,4.499999999999998,201910
53115,3,4.000000000000001,,201908
50971,18,16.9,5.9,201909
51484,1,,,201909
51941,4,2.6999999999999997,0.5,202000
52940,1,,0.09999999999999964,201907
51400,2,,1.5999999999999996,201908
51100,29,27.8,49.7,201910
51810,17,84.4,,201911
52940,1,2.0,,202000
50210,1,,1.2000000000000002,201910
50210,1,,0.8999999999999999,201911
51070,1,1.9000000000000004,,202000
51840,1,6.6000000000000005,,202000
50805,7,13.500000000000002,2.3000000000000007,201910
51010,2,0.20000000000000018,1.7999999999999998,201910
51070,2,0.20000000000000018,0.29999999999999893,201909
52260,3,,4.6000000000000005,201909
52295,3,5.8999999999999995,1.5,201907
50055,1107,942.2000000000002,648.7999999999998,201910
50060,53,31.000000000000007,30.9,201907
51040,5,0.8000000000000016,,201909
50340,2,,3.0,201909
50350,2,,3.8999999999999995,202000
50700,1,,0.9000000000000004,201910
50932,1,,2.1999999999999993,201911
53010,6,5.800000000000001,,201908
50055,1109,831.2000000000004,541.2000000000003,201911
50070,3,6.900000000000002,,201908
50030,733,1036.5999999999995,568.2999999999998,201908
50970,157,176.2,14.600000000000001,201910
52260,5,,0.7000000000000011,201908
