inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
50231,1,,0.7999999999999998,202100
50517,7,20.400000000000006,2.0,202007
50790,2,1.2000000000000002,2.5,202008
51803,21,92.70000000000002,,202009
51830,8,36.6,2.3,202011
51920,1,,1.0999999999999996,202007
52560,1,,,202008
53020,4,,0.5,202100
50380,31,56.69999999999999,14.700000000000001,202100
50517,7,,11.7,202011
52090,1,2.4,,202011
50250,1,,0.10000000000000009,202008
50971,19,10.599999999999998,5.8,202100
52260,2,,2.8,202008
50300,17,6.9,8.399999999999999,202100
50340,3,0.09999999999999964,2.8,202100
51504,1,,1.0,202011
52065,7,5.6000000000000005,4.499999999999999,202008
51130,160,207.19999999999993,18.900000000000002,202009
51280,7,20.4,1.1000000000000005,202007
51815,54,264.09999999999997,2.5999999999999996,202100
52065,9,4.5,5.9,202007
52660,1,0.3000000000000007,,202009
50030,937,1576.9000000000003,535.1999999999999,202007
53130,1,0.20000000000000018,,202010
50935,47,30.999999999999996,43.39999999999999,202100
52695,1,,0.5,202007
51100,26,30.5,45.5,202008
52660,1,,,202007
noPort,936,1533.0999999999988,548.6000000000001,202011
50730,13,13.0,11.000000000000002,202011
51920,3,13.399999999999999,2.1,202010
52220,2,0.2999999999999998,3.0999999999999996,202010
50055,1000,651.4000000000002,500.4000000000001,202011
50380,38,85.00000000000001,25.400000000000006,202011
51180,1,1.3000000000000007,,202011
51820,2,3.4000000000000004,,202009
50140,18,56.50000000000001,1.6000000000000014,202010
51020,1,3.0000000000000004,,202008
52090,1,2.3,,202010
53010,4,10.8,,202007
53133,2,0.10000000000000142,,202010
50060,60,38.00000000000001,26.5,202008
50971,27,17.0,3.5,202007
51220,25,7.200000000000001,44.0,202009
51254,4,9.2,,202010
53115,5,10.2,,202009
50030,692,694.3999999999999,380.6999999999999,202010
51820,1,,0.30000000000000004,202010
52220,2,0.09999999999999964,2.3,202009
50340,4,5.8999999999999995,7.699999999999999,202010
50441,4,6.0,4.699999999999999,202007
51200,5,0.1999999999999993,6.7,202100
50441,4,1.0,1.9999999999999996,202011
50930,2,2.8000000000000007,0.8999999999999995,202009
51254,3,6.7,0.09999999999999964,202007
50100,3,6.799999999999999,1.0999999999999996,202011
50730,14,12.099999999999998,6.4,202008
51870,18,49.9,5.5,202100
50517,6,9.3,6.899999999999999,202009
51815,83,316.9,11.599999999999996,202011
51280,7,18.799999999999997,,202009
51504,1,,1.5000000000000009,202010
50380,40,74.29999999999998,13.499999999999998,202010
50518,2,0.10000000000000009,0.20000000000000018,202100
51260,4,,3.3999999999999995,202010
51770,16,60.5,1.6000000000000005,202008
51770,5,25.4,,202100
51910,2,2.3,,202011
51941,1,0.39999999999999947,,202008
52240,6,12.6,,202007
50518,3,,6.8,202009
50600,1,0.09999999999999964,,202010
50610,1,0.3000000000000007,,202007
50805,12,27.1,2.8999999999999995,202010
50518,7,1.2000000000000002,12.499999999999998,202007
50518,1,4.1,,202010
50785,53,16.4,101.0,202009
51254,4,11.099999999999998,,202100
52235,1,1.2999999999999998,,202008
51830,4,0.6999999999999984,1.9000000000000004,202010
53010,3,0.8999999999999986,,202011
50805,5,9.3,0.7999999999999998,202008
51400,2,0.2999999999999998,,202009
51810,32,133.39999999999998,,202007
50140,28,49.89999999999999,4.900000000000001,202007
51100,26,16.9,32.5,202007
51200,6,,4.699999999999999,202007
51504,2,,1.0,202100
51850,1,,1.6000000000000005,202100
53130,1,0.09999999999999964,,202100
50510,1,0.40000000000000036,,202011
51770,10,53.0,,202009
50971,21,15.2,3.8,202010
51130,157,207.40000000000003,24.1,202008
51850,1,2.0000000000000004,,202009
51815,67,287.29999999999995,8.100000000000001,202009
52220,2,4.0,0.09999999999999964,202007
50340,2,,4.8999999999999995,202009
50350,2,,1.1999999999999993,202009
51815,71,317.30000000000007,15.5,202008
51845,63,159.1,35.399999999999984,202007
51920,2,,1.7999999999999998,202009
51120,1,,,202007
51220,29,11.200000000000001,42.19999999999998,202007
51320,1,,0.40000000000000036,202100
52235,2,0.5999999999999996,,202007
50517,5,10.100000000000001,6.299999999999999,202008
51910,1,,,202010
52870,1,0.20000000000000018,,202009
51010,2,3.6999999999999997,,202100
51320,2,,0.09999999999999964,202008
51320,2,,,202009
50971,21,13.1,7.199999999999999,202011
51840,1,,3.7,202009
52270,1,,,202008
51280,6,3.8,1.5999999999999996,202011
51350,,,0.8999999999999999,202008
52295,2,2.9000000000000004,0.2999999999999998,202011
50600,2,2.9000000000000004,,202008
52260,8,2.6999999999999993,7.7,202010
53010,2,5.5,,202100
50350,2,1.200000000000001,1.0,202010
50785,33,10.5,61.500000000000014,202100
52297,1,,0.7999999999999998,202011
52295,1,2.3,,202007
52235,3,4.899999999999999,,202010
50350,6,0.7999999999999989,4.6000000000000005,202007
51941,3,2.4999999999999996,0.10000000000000009,202100
51254,3,10.0,0.09999999999999964,202011
52295,2,2.3,2.4000000000000004,202008
50340,3,3.3000000000000007,0.1999999999999993,202008
50140,23,63.199999999999996,5.000000000000001,202100
50300,27,10.099999999999998,10.0,202010
50350,2,,3.3,202100
50100,2,8.7,,202010
50730,7,12.099999999999998,3.3,202100
52510,1,0.10000000000000053,,202100
51205,1,3.0999999999999996,,202010
51845,94,269.49999999999994,70.19999999999999,202011
52523,1,0.5999999999999996,,202009
50650,1,1.3000000000000007,,202008
50060,64,28.199999999999996,43.0,202010
50070,1,3.3000000000000007,,202008
50785,42,15.399999999999999,73.59999999999998,202011
51200,7,,6.699999999999998,202011
51803,19,112.0,,202011
52440,1,,1.4000000000000004,202008
52560,1,0.20000000000000107,,202009
52350,1,0.7000000000000002,,202100
53115,7,12.400000000000002,,202008
52220,1,,1.3999999999999995,202011
51010,2,0.3999999999999999,1.7999999999999998,202008
51200,7,,5.300000000000002,202008
53100,1,0.8000000000000003,,202008
50300,22,6.5,7.9,202011
50970,162,168.1,17.200000000000003,202007
51840,1,,1.9999999999999991,202010
51910,3,0.7999999999999998,2.1999999999999997,202007
50040,1,,,202008
51205,2,2.8,,202011
51260,3,,4.699999999999999,202100
50785,41,8.2,70.10000000000001,202010
51070,1,2.1999999999999997,,202009
52720,5,0.10000000000000053,4.399999999999999,202011
50070,2,4.599999999999998,,202009
51502,1,,3.0,202009
53020,3,0.09999999999999964,1.8999999999999995,202011
50120,3,6.5,,202010
50516,358,96.69999999999999,550.7999999999997,202008
51855,1,0.09999999999999964,,202010
53100,1,1.1000000000000005,,202100
50060,72,40.4,41.5,202007
53050,1,,2.700000000000001,202008
50730,23,23.300000000000004,14.599999999999998,202009
51340,1,0.1999999999999993,,202007
51860,1,1.0999999999999996,,202008
52065,5,2.299999999999999,4.2,202011
51865,3,3.2,,202100
52230,1,0.7999999999999989,,202009
noPort,1074,1737.2999999999995,522.8000000000002,202008
51820,1,2.0999999999999996,,202100
52320,23,28.0,0.7000000000000002,202011
52720,9,0.5,12.499999999999998,202010
50730,15,19.0,12.2,202010
51330,1,,,202008
51800,1,3.1000000000000005,,202009
50925,1,7.699999999999999,,202007
50930,1,,0.7999999999999998,202100
50935,73,53.30000000000001,69.8,202009
52295,1,0.20000000000000018,,202100
52350,2,1.0,0.5,202011
51010,4,5.799999999999999,1.0999999999999996,202009
52220,2,0.20000000000000018,1.9000000000000004,202008
50140,16,39.0,2.299999999999999,202009
50340,1,,2.6999999999999993,202011
52560,1,5.499999999999999,,202011
52695,1,,2.1000000000000005,202100
52240,3,7.1000000000000005,5.5,202008
51400,3,,2.3,202008
50450,8,10.7,5.1000000000000005,202011
50510,1,0.20000000000000018,,202007
52295,1,2.5,,202009
52510,1,0.7000000000000002,,202007
51040,18,21.799999999999997,0.7999999999999998,202009
51040,15,6.1000000000000005,2.500000000000001,202010
52260,1,,1.7000000000000002,202009
51810,14,68.9,,202100
51803,21,103.70000000000002,,202007
50030,771,428.6,414.7000000000001,202011
50650,1,0.5,,202011
51205,1,,2.0,202009
50600,1,0.09999999999999964,,202009
51865,4,11.4,,202011
52320,26,44.00000000000001,6.1000000000000005,202008
52320,13,15.0,0.6000000000000005,202100
53020,6,0.5999999999999992,1.8999999999999995,202008
50970,171,184.10000000000005,14.1,202009
51855,2,7.3,,202008
51870,16,50.800000000000004,5.799999999999998,202009
50250,1,1.0,,202007
52065,7,1.1000000000000005,1.7999999999999994,202009
51100,25,33.300000000000004,44.5,202011
50030,679,323.3,197.90000000000003,202100
51770,9,33.1,,202011
52350,3,1.2999999999999998,,202007
50971,27,17.199999999999996,5.800000000000001,202009
51130,179,186.50000000000003,39.50000000000001,202007
51870,16,30.200000000000003,11.399999999999999,202008
53010,3,0.39999999999999947,,202010
51810,20,53.8,0.20000000000000018,202011
50790,2,,3.3999999999999995,202100
50970,155,171.7,16.3,202008
51865,2,5.6000000000000005,,202008
50140,20,44.5,3.1000000000000014,202008
50785,52,21.0,85.6,202007
50450,19,24.7,21.799999999999997,202008
50700,1,,0.5,202010
50300,26,8.4,6.700000000000001,202007
51100,35,28.7,48.5,202009
51910,4,,3.3,202008
51890,6,1.8000000000000016,,202100
51941,4,0.10000000000000053,2.3999999999999986,202009
50790,2,,2.5999999999999996,202011
51870,21,52.20000000000001,12.099999999999998,202011
51920,1,,1.9,202011
51890,4,1.4000000000000004,5.6000000000000005,202011
52940,1,,0.20000000000000018,202007
53020,3,1.7000000000000002,0.3999999999999999,202010
51280,3,9.3,,202010
51800,1,3.0,,202100
51941,11,24.700000000000003,2.6,202010
52240,8,24.4,1.0,202010
50700,1,,2.9000000000000004,202007
50935,81,62.89999999999999,71.19999999999999,202007
53115,9,12.199999999999998,,202100
50055,1067,938.4999999999997,685.1000000000001,202008
50450,7,8.2,7.7,202010
50970,132,121.7,12.3,202100
51260,4,,4.999999999999998,202011
52350,4,2.299999999999999,,202008
noPort,997,1626.3000000000004,526.5,202010
50180,1,,0.2999999999999998,202010
50450,9,10.299999999999999,8.0,202100
50700,2,,1.8000000000000007,202008
51340,1,0.6000000000000005,,202010
51941,5,3.9999999999999996,,202011
52720,12,2.5999999999999988,17.6,202100
52760,1,2.5,,202010
51820,1,4.3,,202011
51845,79,202.49999999999997,25.3,202008
52350,2,1.9000000000000004,,202010
50040,1,,,202010
51130,178,208.10000000000002,36.800000000000004,202010
51220,15,,27.800000000000004,202100
52720,7,0.10000000000000053,7.799999999999999,202007
51803,11,55.300000000000004,1.5,202100
52235,2,4.1,,202009
52260,1,,0.09999999999999964,202011
52940,1,,,202010
50805,4,10.7,2.7,202009
50070,4,11.6,,202010
50518,5,3.8999999999999995,6.3,202008
50790,2,,3.4000000000000004,202010
51400,3,0.09999999999999964,1.5000000000000004,202010
52295,1,,1.7999999999999998,202010
51180,1,2.2,,202007
50517,6,3.500000000000001,8.099999999999998,202010
51010,1,,0.20000000000000018,202007
52680,1,,2.2,202009
50441,3,6.3999999999999995,1.6999999999999997,202008
51260,2,,2.700000000000001,202007
50060,63,30.400000000000006,41.4,202011
51845,66,165.2,32.2,202009
51040,10,6.299999999999997,2.5,202008
52510,2,1.3999999999999995,,202010
51070,1,,0.5999999999999996,202011
52220,1,0.5,,202100
noPort,1166,2202.4,656.9,202007
51502,1,0.09999999999999964,,202010
51890,3,1.5,,202008
51910,5,1.8000000000000003,1.0000000000000004,202009
51120,1,,,202009
51770,16,68.1,0.20000000000000018,202010
52230,1,1.0,,202008
52350,2,1.5000000000000009,,202009
51260,4,,4.799999999999999,202009
52940,2,0.5,,202009
51830,5,10.2,,202009
50250,1,,,202011
50510,1,0.20000000000000018,,202010
50518,3,1.2999999999999994,0.40000000000000036,202011
51941,5,1.6999999999999988,0.10000000000000053,202007
50441,3,,3.599999999999999,202100
51320,1,0.09999999999999964,,202011
51865,3,5.999999999999999,,202010
52510,1,0.2999999999999998,,202011
50610,1,3.5999999999999996,,202009
51400,4,0.7000000000000002,18.5,202011
53020,1,,2.9000000000000004,202007
50070,2,1.9000000000000004,,202011
51100,19,21.7,30.5,202100
52695,2,,1.2999999999999998,202008
50350,5,0.8000000000000025,4.700000000000001,202008
51254,3,9.3,,202009
50970,128,119.99999999999994,6.799999999999998,202011
51400,2,,0.8999999999999999,202100
