inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
51070,1,1,,201901
52090,2,2,,201905
50971,20,14,5,201906
53010,1,1,,201903
52295,2,2,,201904
50441,4,2,1,201904
51865,2,2,,201904
53010,2,2,,201901
51070,2,2,,201903
51290,1,1,,201904
50350,4,,2,201906
50790,3,1,2,201903
52350,4,3,1,201905
50516,337,32,291,201903
50650,1,1,,201905
51845,27,20,7,201900
51910,4,2,,201901
51100,33,10,23,201905
51920,1,,1,201902
53020,5,,2,201905
noPort,1175,832,261,201901
52260,3,,3,201901
51504,2,1,1,201900
50971,36,26,8,201901
52510,2,,,201902
50730,19,8,11,201905
51810,21,21,,201903
51850,2,2,,201905
52065,9,3,6,201906
52695,1,,1,201902
51254,1,1,,201905
52695,1,,1,201903
50055,1,,,
50055,,,1,
50441,3,2,,201900
52297,2,,1,201903
52480,1,1,,201903
53115,7,7,,201903
50380,46,25,19,201902
51320,1,,1,201903
51803,15,14,1,201906
50231,1,,,201904
50785,42,3,40,201904
51040,11,7,2,201904
51320,2,,2,201905
51400,2,1,1,201905
51865,3,3,,201900
52270,1,1,,201900
51830,3,1,1,201905
50350,1,,1,201900
51810,17,17,,201905
51820,5,4,1,201903
51845,76,46,30,201904
52295,8,8,,201901
50070,1,,1,201900
50340,2,,1,201906
50971,32,24,7,201900
51100,31,6,19,201901
51920,1,,1,201906
50140,24,20,2,201902
51770,4,5,,201904
51803,8,6,1,201900
51870,7,6,,201900
51350,1,,1,201905
53100,1,,,201901
53130,2,1,,201901
50231,1,,,201905
52220,2,1,1,201903
50040,1,,,201906
52870,1,,,201906
50070,1,1,,201902
51330,1,,1,201906
50231,1,,1,201903
51340,1,,,201900
51890,6,3,2,201902
50060,51,31,17,201906
50350,4,,1,201904
51330,2,,1,201901
52235,2,2,,201901
50300,17,7,8,201906
50380,21,11,6,201900
51810,19,20,,201901
51815,48,39,4,201900
51850,1,1,,201903
52235,3,3,,201900
50805,5,1,3,201903
52560,2,2,,201904
50730,16,9,7,201904
52065,7,1,6,201904
53130,1,1,,201906
50380,40,22,16,201901
51845,69,47,21,201901
51941,10,6,3,201905
50300,24,9,12,201901
50932,1,1,,201903
51200,8,,8,201900
51855,1,1,,201905
52720,8,3,5,201904
50970,81,68,5,201900
52040,2,1,,201906
50120,1,1,,201904
51040,15,12,2,201902
51810,18,18,,201904
50060,21,10,10,201900
51855,1,,,201903
52065,9,1,6,201900
50250,1,1,,201904
50730,20,10,10,201900
52297,1,,1,201904
53020,4,2,2,201906
50450,7,5,3,201906
50970,114,95,9,201904
51200,11,,9,201902
51810,12,12,,201906
50040,1,,,201902
50180,1,1,,201903
50730,14,7,7,201901
51840,3,1,2,201901
51890,6,4,,201904
50380,36,22,12,201905
51800,1,1,,201902
50970,1,,,
50970,,1,,
noPort,1102,790,226,201903
51504,2,,1,201904
52295,5,5,,201900
51130,143,115,21,201905
51484,1,1,,201906
52510,1,,1,201906
53130,1,1,,201902
50785,52,9,43,201902
50340,3,,1,201902
50650,2,1,,201904
50340,2,,2,201904
51200,6,,6,201903
51254,1,1,,201903
51484,1,,1,201903
52065,5,2,3,201901
52090,1,1,,201902
51770,16,15,1,201901
53115,1,1,,201905
53133,1,,1,201901
50600,1,1,,201900
50650,2,1,1,201901
51180,1,,,201903
51800,1,1,,201901
52240,2,2,,201902
52510,1,,1,201900
50785,23,1,22,201906
51260,3,,2,201901
51504,1,,1,201903
52720,12,2,8,201901
50140,30,20,8,201903
51320,1,,1,201906
51820,2,2,,201905
52320,27,21,1,201903
50210,1,,,201902
51280,3,1,2,201905
51320,2,2,,201902
51840,1,,1,201902
52720,6,1,4,201905
51400,2,,1,201902
52065,9,3,5,201905
50055,1008,682,276,201904
51280,4,1,3,201901
51820,2,1,1,201902
52220,2,1,1,201902
52270,1,,,201902
52940,1,,,201904
50450,11,6,4,201905
51100,21,8,9,201906
52230,3,3,,201901
52260,5,1,4,201906
50441,3,3,,201903
50650,2,,1,201906
50970,156,127,12,201902
51130,132,111,16,201904
52220,2,2,,201900
50030,656,464,176,201904
50935,49,16,30,201900
51260,4,,3,201905
50030,648,472,154,201906
50380,37,24,11,201903
50935,74,31,36,201903
51815,107,98,2,201902
51865,4,4,,201903
52240,5,5,,201900
50300,23,11,8,201905
51130,134,104,22,201903
51200,13,1,11,201901
51260,4,,2,201904
51840,1,,1,201903
51890,6,6,,201903
50330,1,,,201901
51100,27,7,18,201903
51890,7,6,,201901
51910,2,2,,201903
52870,1,,,201903
50785,41,3,35,201905
51870,16,11,4,201904
53020,10,2,4,201904
50441,7,5,,201902
50785,29,2,27,201900
50805,3,1,2,201901
51865,4,3,1,201905
51890,4,4,,201905
52350,1,1,,201902
50210,1,,1,201903
50516,314,23,279,201904
51770,23,22,1,201905
52260,2,1,1,201902
50516,366,45,296,201902
51280,2,,1,201903
51400,2,,1,201904
51941,5,2,3,201902
53115,6,4,,201902
50971,25,21,2,201904
51941,7,6,1,201903
52090,2,1,1,201903
52295,2,2,,201905
52320,25,15,6,201901
51830,1,,1,201900
50055,997,666,264,201903
50805,4,1,3,201905
51770,16,16,,201902
52140,2,1,1,201905
51770,11,11,,201903
52220,1,,1,201905
52230,1,1,,201906
50518,1,1,,201902
50970,144,125,7,201905
51400,1,,,201900
52065,6,1,5,201903
50441,7,6,1,201901
50935,53,17,33,201901
51130,106,83,17,201906
51220,24,2,21,201903
51840,2,,2,201904
53010,1,1,,201904
51800,3,2,,201905
53000,1,1,,201906
50790,1,,1,201901
51870,28,16,10,201905
52240,5,5,,201904
50450,21,12,6,201902
51200,12,,12,201905
52240,7,6,,201903
52870,1,,,201905
50610,1,1,,201904
51040,12,6,3,201906
51820,3,3,,201906
51845,68,41,25,201905
52720,6,2,2,201900
50300,19,8,9,201904
50450,19,13,5,201901
51920,4,3,1,201901
52940,1,1,,201901
53100,1,,1,201904
50055,960,612,281,201902
50350,8,1,5,201901
50730,17,11,6,201903
50805,8,5,3,201900
52295,3,3,,201906
52720,8,4,4,201902
51800,1,1,,201900
52510,1,,1,201905
52695,1,,1,201905
52720,11,7,2,201903
51803,29,29,,201905
51820,1,,1,201900
50935,50,15,26,201902
52040,1,1,,201905
50140,10,5,4,201900
51770,10,9,,201900
51850,1,1,,201906
52320,21,13,3,201902
53020,3,1,1,201902
51130,132,106,13,201901
51890,10,4,5,201900
noPort,660,477,149,201900
51220,26,1,20,201901
50140,27,19,5,201905
50518,1,1,,201900
51810,18,18,,201902
50935,50,14,35,201906
51920,2,,2,201904
52220,2,1,1,201906
52240,6,6,,201905
50340,3,1,2,201905
50935,41,12,27,201904
53115,7,3,1,201900
50055,1040,652,300,201901
50140,25,19,5,201904
50925,1,1,,201903
51500,1,,,201904
51870,20,14,6,201903
50060,36,22,10,201901
50516,374,31,339,201905
51010,6,4,2,201903
51330,1,1,,201900
51803,32,32,,201901
51260,4,,2,201903
51504,1,,1,201902
50070,2,2,,201904
51220,15,6,7,201900
51220,23,3,18,201902
51340,2,1,1,201902
51502,1,,1,201901
52320,19,12,3,201905
53010,2,1,,201906
50140,14,6,7,201906
50518,2,1,1,201901
50600,1,1,,201901
52295,4,3,1,201903
51040,8,5,1,201901
50350,1,,,201902
51502,1,1,,201902
50517,3,1,2,201906
51400,4,,2,201906
50060,56,25,26,201905
50805,5,4,1,201904
50935,54,21,28,201905
51040,18,14,3,201905
51280,1,1,,201904
51865,2,2,,201901
51870,14,8,7,201901
50030,698,475,202,201905
51070,1,1,1,201902
51280,4,,4,201902
50785,55,4,48,201901
51770,7,6,1,201906
52230,2,1,1,201900
52297,1,,1,201900
52350,3,3,,201904
50450,6,3,3,201900
52260,2,,2,201900
50518,5,1,3,201905
51855,1,,1,201906
51890,5,4,1,201906
50700,1,,1,201903
51830,2,1,1,201901
52090,1,1,,201904
51815,105,94,8,201903
50030,542,356,167,201903
50055,679,461,192,201900
50350,3,,2,201905
50517,4,5,,201903
50610,1,1,,201900
51205,1,,1,201906
51865,4,3,,201906
50210,1,,1,201901
50450,15,9,5,201904
50700,2,,2,201901
51941,4,3,1,201900
50340,6,2,1,201903
50510,1,,1,201903
50700,1,,1,201904
50785,45,8,37,201903
50516,255,26,216,201900
51100,14,2,8,201900
51130,138,106,19,201902
51815,92,88,2,201904
51200,6,1,4,201906
51941,7,5,2,201904
52695,1,,,201900
52720,4,1,2,201906
50060,42,29,10,201902
50970,158,132,8,201903
51010,1,1,,201900
51020,1,,,201904
51254,3,1,1,201900
51320,1,,1,201904
50231,1,,,201901
50340,9,1,3,201901
51910,4,4,,201905
51400,1,1,,201901
51800,2,2,,201904
51830,1,1,,201902
50030,690,474,202,201901
51803,30,30,,201902
51810,4,4,,201900
51815,115,109,7,201901
53100,1,1,,201900
50600,2,2,,201905
51254,3,2,1,201901
51830,3,1,2,201906
51910,1,1,,201900
52320,18,14,3,201900
52320,22,19,2,201904
50231,1,,1,201902
51920,2,1,1,201903
