inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
50971,32,17.900000000000002,5.500000000000002,202004
51910,7,3.3999999999999995,1.1999999999999993,202006
53020,7,3.700000000000001,0.2999999999999998,202001
51200,5,,7.7,202006
51205,1,3.0,,202004
51770,5,1.2999999999999998,,202006
50350,6,13.9,1.0,202001
51941,15,14.0,2.9000000000000004,202005
50516,429,97.69999999999997,814.3000000000001,202001
51920,5,2.0000000000000004,1.2999999999999998,202002
51941,17,6.199999999999999,4.4,202004
52220,3,0.9000000000000004,,202002
50210,3,4.9,,202004
51180,2,6.199999999999999,0.20000000000000107,202002
51890,14,7.6999999999999975,1.3999999999999995,202003
52040,1,,3.1999999999999993,202006
52240,25,89.00000000000001,2.4,202004
50340,4,1.7000000000000002,0.8000000000000007,202006
51890,13,11.3,1.7999999999999998,202001
53115,8,7.1000000000000005,3.5,202004
50140,22,28.500000000000004,8.800000000000002,202003
52220,2,1.0,,202004
52560,1,3.7,,202004
52760,2,0.5,0.2999999999999998,202005
50055,708,484.70000000000005,666.1999999999997,202005
51020,1,3.0,,202002
51130,151,194.39999999999998,58.9,202004
51941,21,14.499999999999998,5.6000000000000005,202003
51941,13,13.0,2.5,202006
50210,2,2.299999999999999,,202003
51200,7,4.800000000000001,7.600000000000001,202001
51504,3,,0.8000000000000007,202002
52510,2,1.5,,202003
52240,19,61.699999999999996,3.800000000000001,202002
50700,5,19.700000000000003,6.299999999999999,202001
51200,9,0.3999999999999999,9.5,202003
51280,9,23.0,0.9000000000000004,202004
52760,2,0.4999999999999991,0.10000000000000009,202003
50932,1,2.0,,202003
50060,49,28.400000000000002,44.400000000000006,202006
50970,173,193.5,35.3,202006
51205,2,0.09999999999999964,0.5,202003
51830,4,9.2,,202001
51850,1,1.9,,202005
52940,1,0.20000000000000018,,202001
50650,2,3.400000000000001,0.09999999999999964,202004
51180,4,7.800000000000001,,202003
51220,34,65.8,36.9,202002
51320,1,,,202005
51815,46,65.0,5.2,202001
52240,20,70.00000000000001,0.7000000000000011,202003
51180,2,5.3999999999999995,,202006
52240,17,27.099999999999998,0.2999999999999998,202006
51100,24,3.9,30.000000000000004,202001
52065,15,17.5,8.5,202002
50730,18,22.500000000000007,4.999999999999999,202006
51803,7,2.8000000000000007,,202002
50516,396,83.1,825.9000000000001,202003
50930,1,,5.9,202003
51260,8,1.1999999999999997,6.1000000000000005,202004
52220,5,4.6,3.8,202003
50340,2,,5.5,202004
52940,2,1.3999999999999995,0.30000000000000027,202004
53000,1,0.09999999999999964,,202003
53130,5,1.1999999999999984,2.0,202001
51770,15,13.199999999999998,,202003
50045,1,1.0,,202001
51010,3,5.8999999999999995,0.3000000000000007,202005
51020,1,4.0,,202004
52320,45,38.30000000000001,21.299999999999997,202001
50040,2,0.5,0.3000000000000007,202004
52295,5,19.5,0.39999999999999947,202001
50380,35,38.400000000000006,15.300000000000002,202005
50516,379,98.60000000000001,770.9000000000002,202004
50600,3,8.0,,202002
51330,1,,1.3999999999999995,202003
50785,26,22.7,12.299999999999997,202004
51254,3,2.8000000000000007,,202006
51810,10,15.099999999999998,,202003
53133,5,8.599999999999998,2.6000000000000005,202002
50210,2,3.9999999999999987,,202005
50340,3,0.8999999999999995,1.0999999999999996,202002
50140,28,7.000000000000001,12.499999999999996,202001
50450,24,24.0,4.6,202004
50517,2,,0.5,202004
50971,22,17.500000000000004,2.1999999999999993,202001
51770,8,1.3999999999999995,,202004
50231,1,,,202003
50516,373,70.39999999999999,827.1999999999998,202002
52230,1,2.5999999999999996,,202005
52260,5,0.6999999999999993,8.7,202001
50450,17,18.5,7.1,202003
51010,5,3.0000000000000004,4.7,202006
51850,1,0.20000000000000018,,202004
51920,2,3.0999999999999996,,202005
52220,1,,1.1000000000000005,202001
53010,5,6.2,1.5000000000000004,202001
50971,35,24.70000000000001,0.7999999999999998,202005
51100,20,12.200000000000003,17.099999999999994,202003
51130,128,134.2,48.89999999999999,202001
51200,5,,15.600000000000001,202004
51350,1,,1.1,202003
52065,19,20.9,10.199999999999998,202005
51855,3,11.399999999999999,0.5,202003
50935,133,273.2,104.70000000000002,202005
51810,10,3.8999999999999995,,202002
51010,2,5.8,0.9000000000000004,202002
noPort,1232,1744.0000000000007,703.1000000000006,202002
52270,1,0.10000000000000009,,202005
50231,2,,2.2,202002
50935,173,320.8,148.99999999999994,202003
50805,5,3.4000000000000004,5.0,202001
50140,23,11.5,14.500000000000004,202002
50785,19,15.199999999999996,15.099999999999998,202005
51130,151,183.89999999999995,58.4,202003
51130,135,159.4,46.5,202006
50935,124,231.6,117.60000000000002,202006
51820,6,6.099999999999998,0.40000000000000036,202001
52350,6,4.3999999999999995,0.5,202003
51040,34,26.30000000000001,7.9,202006
52295,1,6.8,,202003
50441,5,3.0,4.6,202001
50790,2,,2.2999999999999994,202002
51260,6,,8.7,202001
51800,1,0.5,,202001
51180,1,2.3,,202005
51280,16,38.4,3.2,202002
51865,1,,,202001
51910,3,4.600000000000001,0.5999999999999996,202001
50040,2,4.500000000000001,,202001
53000,1,0.5,,202004
50510,1,,,202001
50925,1,0.20000000000000018,,202004
51400,10,8.9,8.000000000000004,202004
53100,2,1.1999999999999993,0.2999999999999998,202005
50045,1,,,202004
50055,757,636.9999999999994,540.9999999999998,202002
51400,9,9.299999999999999,3.799999999999999,202003
50140,13,14.200000000000003,2.7,202005
50518,1,1.200000000000001,,202006
51484,1,,4.699999999999999,202003
51800,1,0.6000000000000001,,202002
51830,5,0.8000000000000007,1.5,202002
51890,9,6.3999999999999995,5.099999999999999,202006
50040,2,,1.0000000000000009,202006
50730,26,19.5,14.8,202002
50805,5,3.500000000000001,1.4,202002
51340,1,,,202005
52940,1,0.5,,202002
50300,17,11.399999999999999,1.0999999999999988,202004
51320,3,5.0,0.8999999999999995,202003
51840,1,,0.09999999999999964,202002
52660,1,0.20000000000000018,,202001
