inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
51850,1,1.9000000000000004,,201902
50805,6,9.299999999999999,3.200000000000001,201906
50805,8,12.299999999999997,2.5999999999999996,201903
50070,1,2.4000000000000004,,201905
51205,1,,1.3999999999999995,201904
51180,3,4.400000000000001,,201904
51830,5,5.799999999999999,,201901
52040,1,,0.20000000000000018,201904
52090,1,0.09999999999999964,,201904
51180,1,2.0,,201906
51830,2,0.10000000000000053,,201903
52695,1,,0.6000000000000005,201902
50805,6,9.0,0.6000000000000005,201902
52220,4,2.4,2.3,201903
51260,5,,9.8,201905
50450,10,4.299999999999999,5.800000000000001,201906
52720,14,4.000000000000001,11.300000000000004,201903
50060,48,16.299999999999994,40.60000000000001,201906
50350,1,,4.4,201904
51180,1,1.8999999999999995,,201901
51205,1,4.199999999999999,,201900
50055,774,750.2000000000003,498.2000000000001,201905
50300,11,6.399999999999999,2.4000000000000012,201900
51010,5,13.8,0.7999999999999998,201901
51205,2,2.5999999999999996,1.1000000000000005,201903
50510,2,0.40000000000000036,,201902
51803,7,10.2,,201905
51820,3,1.5,,201900
50040,1,0.2999999999999998,,201901
52235,2,3.3999999999999995,2.2,201901
52295,3,10.299999999999999,1.2000000000000002,201904
51350,1,,0.10000000000000009,201902
52065,9,11.6,2.3999999999999995,201906
50932,1,1.6999999999999993,,201903
51200,4,,2.6000000000000005,201900
51830,1,0.39999999999999947,,201905
50970,104,104.69999999999997,13.699999999999998,201900
52040,1,,1.0999999999999996,201906
50060,25,8.699999999999998,14.400000000000002,201900
52065,2,,3.1000000000000014,201900
52440,1,,1.0999999999999996,201906
50380,33,51.499999999999986,9.900000000000002,201903
50070,1,0.8999999999999995,,201902
50930,2,3.8999999999999986,,201901
50070,3,0.8000000000000007,,201901
51504,1,0.9000000000000004,,201900
53130,1,,,201905
51254,4,4.4,,201902
52235,4,1.2000000000000002,3.6,201904
50700,4,,5.300000000000001,201902
50700,3,6.9,6.3,201906
51890,11,3.5999999999999996,0.7999999999999998,201902
50441,3,3.1999999999999993,,201905
50650,2,,3.400000000000001,201902
51010,3,12.499999999999998,0.5,201906
51910,3,1.2000000000000002,0.09999999999999964,201902
51910,3,1.3000000000000003,1.0,201904
51180,3,4.300000000000001,,201905
51810,6,13.600000000000001,,201902
50935,106,209.4,76.7,201902
50140,20,45.800000000000004,5.200000000000002,201900
51770,11,20.8,,201900
52320,34,30.0,11.900000000000002,201902
53020,7,1.2999999999999998,3.5,201902
51100,17,6.299999999999999,19.999999999999996,201905
51855,1,0.20000000000000018,,201900
51920,3,0.3000000000000007,2.4000000000000004,201902
53020,8,4.5,,201905
noPort,1205,1615.499999999999,570.9000000000001,201901
50730,33,36.7,13.6,201904
52065,13,8.2,10.4,201904
53130,4,2.4000000000000004,,201906
50650,1,3.0999999999999996,,201900
53130,6,3.8,0.5,201901
50300,18,11.3,7.3000000000000025,201902
50510,1,0.7999999999999998,,201900
51820,5,1.8999999999999995,,201901
51840,1,,3.8000000000000007,201900
53020,7,0.1999999999999993,3.0000000000000004,201903
52230,3,2.0999999999999996,,201904
52695,2,,1.3999999999999995,201904
51200,2,3.0,3.9000000000000004,201904
51350,1,,,201900
51830,5,5.300000000000001,4.9,201904
52940,1,0.2999999999999998,,201906
51220,27,48.0,38.70000000000001,201901
51865,1,,,
51865,,0.5,,
50350,1,,0.6999999999999993,201906
52350,4,1.9000000000000004,3.5999999999999996,201905
50600,1,,0.40000000000000036,201904
52720,16,7.099999999999999,11.0,201904
50730,29,37.300000000000004,16.4,201905
51810,7,22.60000000000001,,201903
53130,3,1.2000000000000002,,201904
50935,74,111.49999999999997,60.69999999999999,201906
51850,3,8.0,,201900
51920,2,0.40000000000000036,,201904
52240,14,35.79999999999999,,201905
50040,1,,0.5999999999999996,201906
52870,2,,0.10000000000000009,201906
51920,1,0.7000000000000002,,201903
51400,4,2.8000000000000007,8.200000000000001,201906
50650,1,0.20000000000000018,,201903
50935,113,207.2,97.99999999999997,201903
51815,31,28.4,2.3000000000000007,201902
51865,1,0.20000000000000018,,201903
52240,3,0.7999999999999998,1.8999999999999995,201900
50935,115,221.79999999999998,74.29999999999998,201905
51040,40,26.3,9.6,201905
51070,1,2.0,,201904
51280,4,15.0,5.6,201904
51870,19,1.7000000000000002,15.400000000000002,201901
50441,2,3.2,,201902
50785,28,0.6000000000000005,55.699999999999996,201900
50805,4,4.300000000000001,9.3,201901
51890,12,15.600000000000001,2.6999999999999993,201905
52350,4,1.5999999999999996,4.4,201902
50970,183,243.00000000000006,49.09999999999999,201902
51130,137,188.39999999999998,52.1,201904
51254,2,1.3999999999999995,,201906
52220,1,0.7000000000000002,,201900
52230,2,0.10000000000000053,1.0,201903
50380,24,44.0,1.5999999999999996,201905
53133,3,2.5999999999999996,0.5,201900
50380,19,31.5,6.199999999999999,201902
51320,2,3.6999999999999993,0.7999999999999998,201903
51803,11,22.2,2.5,201906
51130,152,182.60000000000002,65.9,201905
52510,4,0.10000000000000009,1.2000000000000002,201906
52523,1,,3.2,201902
53130,4,2.0999999999999996,,201902
50518,5,8.8,3.3000000000000007,201902
52270,2,0.2999999999999998,,201901
50785,28,16.1,19.099999999999994,201902
51330,2,0.8000000000000007,0.5999999999999996,201903
50340,2,0.3000000000000007,2.1999999999999993,201904
51200,7,,12.600000000000001,201903
51254,3,2.3,3.0,201903
52065,16,18.400000000000002,12.8,201901
52090,1,,2.0,201902
50140,23,23.4,10.8,201903
51820,5,3.8000000000000007,1.6,201905
52320,32,31.199999999999996,16.0,201903
52240,12,28.000000000000004,1.2000000000000002,201904
50210,1,1.4,,201904
51260,8,0.8999999999999995,11.399999999999999,201903
51504,1,,1.6000000000000014,201902
52523,1,,0.8999999999999999,201901
50450,17,9.400000000000002,10.900000000000002,201902
51200,6,3.0,8.500000000000004,201905
52240,13,43.3,4.0,201903
52870,1,,0.10000000000000053,201905
50300,15,17.200000000000003,2.4000000000000004,201904
50450,14,18.0,1.5,201901
50700,1,,0.7999999999999998,201900
51070,1,2.3,,201905
51920,1,,1.5,201901
52940,1,,,201901
53010,5,3.6000000000000005,,201905
53100,1,0.20000000000000018,,201904
50441,5,4.200000000000001,1.5,201903
50650,1,,2.0,201906
50030,256,336.2000000000001,304.59999999999997,201906
51020,2,3.0999999999999996,,201901
50140,14,22.7,3.1,201906
50518,4,12.1,,201901
50600,3,1.2999999999999998,,201901
52295,2,5.4,1.4000000000000004,201903
52440,1,,,201904
50700,4,11.3,6.9,201905
51810,6,2.999999999999999,,201905
51820,3,1.3000000000000007,0.39999999999999947,201903
51845,40,19.200000000000003,20.6,201904
52295,5,13.7,,201901
51820,7,5.1,,201904
52260,7,2.0999999999999996,3.0,201905
50700,2,,7.5,201903
51020,1,2.7,,201906
51484,1,,,201901
51830,2,0.2999999999999998,0.10000000000000053,201900
52040,1,,1.0999999999999996,201901
50340,2,,,201901
51205,2,,0.6000000000000005,201901
51910,5,0.10000000000000053,3.9,201905
50055,841,900.1000000000003,538.3,201901
50140,19,13.1,14.600000000000001,201904
51100,23,14.9,32.1,201903
51890,8,2.9000000000000004,0.2999999999999998,201901
51910,6,1.7999999999999998,1.5999999999999996,201903
52040,1,1.4000000000000004,,201902
52870,1,0.39999999999999947,,201903
50300,8,9.100000000000001,2.9000000000000004,201903
50350,3,,9.7,201903
50730,24,40.0,26.5,201902
51340,2,0.7999999999999998,0.7000000000000002,201906
52350,5,6.4,0.9000000000000004,201903
53020,3,1.5999999999999996,1.0,201900
50055,2,,,
50055,,6.100000000000001,,
50441,5,5.500000000000002,1.4000000000000004,201900
53115,13,23.900000000000002,3.4000000000000004,201903
50790,2,1.2000000000000002,5.399999999999999,201902
51260,9,1.8999999999999995,5.3,201902
53010,1,1.1999999999999993,,201900
53133,5,5.199999999999999,2.999999999999999,201905
50730,20,17.7,16.4,201900
52297,1,,4.3,201904
53020,7,1.6000000000000014,1.5,201906
51100,15,1.9000000000000004,18.700000000000003,201904
noPort,1001,1261.2000000000003,401.70000000000016,201904
50060,63,37.7,40.0,201905
50805,10,15.100000000000001,1.1000000000000005,201904
53130,4,2.4000000000000012,,201903
50030,418,777.4000000000003,473.5999999999998,201905
51280,4,9.2,,201902
52090,1,1.3999999999999995,,201901
52235,1,,1.2999999999999998,201906
50210,2,1.4,0.2999999999999998,201903
50516,346,60.89999999999999,773.9000000000001,201904
52040,1,,0.7000000000000011,201900
53115,17,28.9,3.4000000000000004,201904
50518,3,9.9,,201905
51890,7,7.5,,201906
52940,1,,,201902
52940,1,,,201903
50040,1,1.6000000000000005,,201902
50180,1,,,201903
50730,28,27.899999999999995,16.7,201901
51890,9,8.499999999999998,0.5999999999999996,201904
50040,1,0.40000000000000036,,201904
51815,49,76.19999999999999,2.0,201903
50030,623,1420.5,456.2,201903
50055,692,740.5,385.7,201900
50350,3,2.200000000000001,1.3000000000000007,201905
50517,3,0.5,1.3000000000000007,201903
50930,1,10.0,,201900
51205,1,3.0000000000000004,,201906
50932,1,1.7000000000000002,,201902
50971,24,39.8,3.700000000000001,201906
53010,7,9.7,,201903
50970,240,306.8,46.2,201904
51200,8,,16.2,201902
51810,4,15.600000000000001,,201906
51400,7,6.8999999999999995,7.699999999999998,201903
51800,1,0.2999999999999998,,201903
53020,7,1.1999999999999993,1.2999999999999998,201901
51254,4,2.499999999999999,,201904
51260,4,,3.799999999999999,201900
52240,10,21.0,0.2999999999999998,201906
50600,1,,0.5999999999999996,201903
51941,15,10.100000000000001,7.299999999999999,201902
53115,10,8.399999999999999,2.9000000000000004,201902
50610,1,,2.0,201902
51100,13,3.3,16.6,201900
51130,118,131.8,64.39999999999999,201902
51815,40,44.00000000000002,1.6999999999999993,201904
51941,18,11.5,5.7,201903
52220,4,5.8,0.10000000000000053,201901
52295,4,6.499999999999998,2.5999999999999996,201905
52320,31,27.0,10.000000000000004,201901
50518,3,7.200000000000001,,201906
51815,44,56.10000000000001,2.6000000000000005,201905
52065,11,6.8999999999999995,4.1,201902
51500,1,0.20000000000000018,,201905
50340,3,13.599999999999998,2.6000000000000014,201900
50930,1,2.0,,201903
50971,33,36.8,3.2,201903
50120,1,,,201904
51040,38,32.2,5.8999999999999995,201902
51810,7,2.499999999999999,0.30000000000000027,201904
50970,199,242.19999999999993,45.20000000000001,201905
51400,3,5.8,,201900
52065,18,8.3,11.099999999999998,201903
53133,7,4.500000000000002,4.799999999999999,201903
51870,19,4.499999999999998,14.900000000000002,201903
52235,2,0.10000000000000053,0.10000000000000009,201903
50340,1,,,201902
50650,4,,7.100000000000001,201904
51910,3,1.0000000000000004,0.6000000000000005,201906
52870,1,,,201902
53133,6,4.899999999999999,4.1000000000000005,201902
51770,13,29.300000000000004,1.0,201901
53115,11,14.0,2.9000000000000004,201905
53133,7,5.800000000000001,4.3999999999999995,201901
50060,34,19.3,25.1,201902
50970,206,268.59999999999997,46.2,201903
51010,2,0.10000000000000053,,201900
51020,1,2.9,,201904
51254,1,0.30000000000000027,,201900
51320,4,3.0999999999999996,1.6000000000000005,201904
52510,4,4.3,2.1,201903
50030,641,1427.5999999999997,509.6999999999998,201902
52240,8,27.9,1.8000000000000007,201901
52260,8,4.099999999999998,4.000000000000001,201903
52260,7,0.9000000000000004,5.2,201904
53115,10,6.6000000000000005,2.5,201906
50030,772,1802.2000000000007,565.7,201901
51803,16,5.999999999999998,4.7,201902
51810,12,55.199999999999996,,201900
51815,43,65.3,2.000000000000001,201901
51254,2,1.9000000000000004,,201905
52695,1,,1.0999999999999996,201903
51220,39,61.00000000000001,54.699999999999996,201905
53100,5,2.5000000000000013,0.1999999999999993,201905
50450,16,24.0,19.5,201905
51100,27,5.3,30.5,201906
51350,1,,0.5,201906
52230,4,2.3,1.7000000000000002,201901
52260,6,,5.6,201906
51220,33,45.400000000000006,39.70000000000001,201903
53010,8,8.3,0.2999999999999998,201904
50971,25,19.900000000000006,5.300000000000001,201900
51100,20,7.500000000000001,23.299999999999997,201901
51920,3,0.5999999999999996,0.7000000000000002,201906
52680,2,,4.599999999999999,201900
50790,1,0.2999999999999998,,201901
51870,20,17.9,12.100000000000003,201905
52510,1,1.1000000000000005,,201905
50785,16,6.8,13.899999999999999,201906
51260,11,0.2999999999999998,16.9,201901
51504,3,1.2999999999999998,1.9000000000000004,201903
52720,9,6.499999999999999,1.0999999999999996,201901
50516,407,55.79999999999999,830.1999999999999,201901
51770,10,7.300000000000002,2.999999999999999,201905
52260,7,1.7000000000000002,5.6,201902
51130,59,69.0,22.7,201900
53115,7,2.6000000000000005,2.9000000000000004,201901
51330,1,,0.40000000000000036,201905
50210,1,,1.6,201902
51030,1,2.0,,201903
51280,7,15.1,7.000000000000001,201905
51320,3,3.0,0.3999999999999999,201902
51840,1,,4.0,201902
52720,12,2.8000000000000016,6.1000000000000005,201905
50450,17,8.599999999999998,25.0,201900
52260,2,,0.9000000000000004,201900
53130,2,,0.2999999999999998,201900
51400,6,7.699999999999999,1.9999999999999991,201901
51800,2,1.1,,201904
51830,3,0.5999999999999996,0.5,201902
51130,124,132.59999999999994,34.5,201901
50516,342,64.5,725.8999999999997,201903
50650,3,1.1000000000000005,4.199999999999999,201905
51845,29,90.89999999999998,10.799999999999999,201900
51910,2,0.8999999999999999,,201901
50210,1,2.8,,201901
50450,11,10.600000000000001,4.9,201904
50518,3,6.6,,201903
50700,1,,0.09999999999999964,201901
51500,1,0.10000000000000009,,201901
51941,9,5.699999999999999,0.7999999999999998,201900
50510,1,0.40000000000000036,,201906
51845,49,45.90000000000001,18.5,201902
50060,46,31.1,25.1,201904
50120,1,,2.4000000000000004,201901
51941,10,5.5,2.6999999999999993,201906
52440,1,0.3999999999999999,,201903
50340,4,2.3000000000000007,0.3000000000000007,201903
50510,2,0.09999999999999964,,201903
50700,1,,4.0,201904
50740,1,1.0,,201903
50785,28,8.5,17.599999999999998,201903
50140,24,16.800000000000004,7.299999999999999,201901
50516,268,29.6,591.6999999999999,201906
50518,1,1.1000000000000005,,201904
51040,40,34.60000000000001,8.000000000000002,201903
51350,1,,0.3999999999999999,201903
51870,12,10.3,17.299999999999997,201902
50380,30,38.89999999999999,12.5,201906
51280,1,1.0,,201900
51803,9,18.200000000000003,,201904
50300,11,2.0999999999999996,2.7,201906
50380,21,38.699999999999996,15.7,201900
51810,12,10.9,,201901
51815,58,200.29999999999998,10.300000000000002,201900
52235,1,,0.5,201900
53133,5,3.1000000000000005,1.8999999999999995,201906
50380,31,35.99999999999999,10.899999999999997,201901
51845,58,33.3,46.10000000000001,201901
51941,16,11.200000000000001,3.1999999999999993,201905
51205,1,,,201902
51340,2,2.2,1.0,201904
52260,11,3.5,8.700000000000003,201901
50300,19,12.1,1.6,201901
50030,602,1389.600000000001,496.30000000000024,201900
50380,28,40.599999999999994,13.600000000000001,201904
51070,1,,2.5,201901
52090,1,,0.7000000000000002,201905
50340,4,2.000000000000001,8.100000000000001,201905
50935,124,193.30000000000007,103.40000000000003,201904
52140,1,,0.5,201902
53115,3,1.8999999999999995,2.9000000000000004,201900
53133,7,4.1,4.9,201904
50040,1,0.5,,201905
51890,3,1.6999999999999993,,201900
52297,1,,0.20000000000000018,201901
noPort,863,1456.8000000000004,413.39999999999986,201900
53010,4,3.5,,201902
51320,2,1.5,,201901
51803,14,20.5,,201903
51860,2,,1.799999999999999,201903
50140,17,14.399999999999999,8.6,201905
51010,5,32.5,0.7999999999999998,201905
52297,1,,2.4000000000000004,201905
50971,38,28.4,3.8000000000000016,201901
52510,4,3.1,1.0999999999999996,201902
50600,2,4.0,,201902
51254,4,4.200000000000001,,201901
51830,4,2.3000000000000007,1.2999999999999998,201906
51860,1,3.0,,201902
51910,3,4.5,0.5999999999999996,201900
52040,1,,0.20000000000000107,201903
52270,1,0.6000000000000005,,201905
52320,18,25.700000000000003,5.000000000000001,201900
52320,31,21.799999999999994,11.3,201904
50440,1,0.5999999999999996,,201900
50441,3,5.9,1.0,201904
51340,3,0.8000000000000007,,201903
51865,1,0.09999999999999964,,201904
53010,5,3.4000000000000004,,201901
50030,498,1154.9000000000003,499.1,201904
50935,32,39.900000000000006,19.8,201900
52350,2,0.7999999999999989,2.0,201906
50517,1,,0.3000000000000007,201900
50730,18,19.6,8.7,201906
50970,182,252.30000000000004,41.400000000000006,201906
51180,1,2.5999999999999996,,201902
50971,37,36.900000000000006,1.9999999999999991,201905
51870,17,11.3,9.899999999999999,201906
51941,18,11.4,3.5,201901
52695,1,,1.2,201906
50517,4,3.9000000000000004,0.8999999999999995,201901
51845,39,26.0,26.800000000000004,201903
52320,29,21.300000000000008,15.700000000000003,201906
50060,32,16.5,20.6,201901
50516,338,41.6,711.3000000000003,201905
51010,3,6.1,,201903
51803,16,23.0,4.5,201901
52297,3,,4.699999999999999,201902
52297,1,,5.0,201906
50517,3,0.2999999999999998,4.0,201902
51100,12,1.8000000000000007,29.699999999999996,201902
51220,5,8.7,6.2,201900
51220,21,37.7,18.300000000000004,201902
51340,2,3.2,,201902
52320,40,36.29999999999999,4.000000000000001,201905
53010,3,0.39999999999999947,,201906
51040,40,27.6,5.3,201901
50785,27,14.200000000000001,13.3,201904
51040,48,34.60000000000001,10.399999999999999,201904
51320,1,1.2000000000000002,,201905
51400,8,2.5999999999999988,9.8,201905
50300,15,2.6999999999999997,6.800000000000001,201905
50510,1,0.8999999999999995,,201905
51130,120,154.50000000000003,48.89999999999999,201903
51200,9,5.299999999999999,15.399999999999999,201901
51260,4,,3.3999999999999995,201904
51890,8,6.199999999999999,,201903
51260,8,,7.400000000000001,201906
noPort,1012,1359.9,502.9999999999998,201902
50785,25,24.7,16.1,201905
51870,20,4.0,16.100000000000005,201904
53020,6,1.9000000000000012,0.7000000000000002,201904
51220,26,37.1,25.500000000000004,201904
51350,1,,1.2999999999999998,201904
50060,41,20.4,19.1,201903
51845,31,17.6,21.799999999999997,201906
52230,2,0.09999999999999964,0.10000000000000009,201902
50510,1,0.1999999999999993,,201904
50516,381,50.10000000000001,783.8000000000002,201902
51280,7,9.400000000000002,1.1000000000000005,201903
51400,8,4.900000000000001,9.0,201904
52560,1,5.800000000000001,,201903
50350,5,7.0,5.6000000000000005,201902
53000,1,0.09999999999999964,,201905
50140,18,26.400000000000006,8.599999999999998,201902
51010,5,14.099999999999998,1.2000000000000002,201902
51770,11,15.8,,201904
51803,21,91.89999999999998,,201900
51870,12,36.900000000000006,5.5,201900
51040,10,12.700000000000001,1.2999999999999998,201900
52350,1,0.5,,201900
50785,19,9.2,17.9,201901
51330,1,,0.6999999999999997,201904
51770,6,11.000000000000002,0.2999999999999998,201906
52230,2,5.9,1.0,201900
52297,1,,0.20000000000000018,201900
52350,2,2.2,1.7999999999999998,201904
51020,1,,1.6999999999999997,201902
50970,211,301.90000000000003,46.10000000000001,201901
51340,1,2.8,,201905
52295,2,8.5,,201902
51815,30,65.7,,201906
noPort,782,1047.4999999999998,393.2000000000001,201906
50971,49,35.099999999999994,7.999999999999999,201904
51340,1,2.3,,201901
51840,1,,4.0,201905
noPort,1080,1370.2000000000003,558.5000000000001,201903
50055,625,523.1999999999999,475.99999999999994,201906
50441,3,3.599999999999999,,201906
50517,2,,2.3999999999999995,201905
50932,1,2.3,,201904
51010,6,9.1,4.0,201904
52350,8,8.299999999999999,5.3,201901
51504,1,,,201904
51504,1,,1.0,201905
52295,4,18.500000000000004,,201900
50516,292,41.89999999999999,524.1000000000003,201900
51330,1,,0.39999999999999947,201902
50055,778,777.9000000000004,446.50000000000006,201903
50805,14,22.9,5.0,201905
51770,7,6.799999999999999,0.40000000000000036,201902
51800,1,1.2999999999999998,,201905
51770,8,11.299999999999999,,201903
52220,1,,1.0,201905
52230,1,0.30000000000000027,,201906
50971,34,47.100000000000016,0.9000000000000004,201902
50600,1,2.0,,201900
50650,1,,0.09999999999999964,201901
51180,2,4.9,,201903
52240,12,39.9,,201902
52510,3,3.5000000000000004,,201904
50441,7,6.1000000000000005,1.0,201901
50935,137,229.8,98.60000000000001,201901
51130,97,122.00000000000003,36.300000000000004,201906
51180,1,0.5,,201900
51200,5,,7.3999999999999995,201906
51840,2,1.0,1.9000000000000004,201906
51941,11,8.4,3.6999999999999997,201904
52695,1,,0.7000000000000002,201900
52720,14,3.4000000000000012,7.200000000000001,201906
50510,2,0.5,,201901
50925,1,,2.2,201901
51220,20,44.099999999999994,18.8,201906
51400,9,5.9,6.300000000000001,201902
52065,14,9.9,10.000000000000004,201905
52230,1,0.2999999999999998,,201905
50450,14,15.299999999999997,7.4,201903
51280,8,10.100000000000001,2.9000000000000004,201906
52220,4,0.4999999999999991,2.5,201904
noPort,1085,1419.7999999999995,550.0999999999999,201905
51040,33,28.5,9.699999999999998,201906
51820,6,1.2999999999999998,1.0999999999999996,201906
51845,40,33.5,33.900000000000006,201905
52720,8,1.700000000000001,4.999999999999998,201900
50055,808,756.3000000000005,506.4000000000001,201904
51280,5,3.2,1.3000000000000003,201901
51820,5,3.3000000000000007,,201902
52220,2,0.5,0.09999999999999964,201902
52270,1,6.1,,201902
50055,741,701.5999999999997,423.6000000000003,201902
50180,1,,1.0999999999999996,201906
50350,2,0.20000000000000018,0.10000000000000053,201901
50730,34,44.4,9.2,201903
50805,3,7.6,1.8000000000000003,201900
52720,13,8.599999999999998,7.499999999999998,201902
52940,1,,,201905
